bookID,average_rating,ratings_count,summary
5590,3.78,55,"Sara Howell is smart, savvy, beautiful--and deaf. When her father, Lt. Paul Howell, is killed by a hit-and-run driver, she feels it's her duty to find some answers. Her brother, Steve, insists the case is too dangerous for Sara, but she persists. Soon Sara finds herself in the middle of an investigation that puts her and Steve in more danger than she could imagine. Young Adult."
5674,3.33,3,
5688,4.25,8,"Fr Pavel Florensky (1882-1937) was a talented figure of Russia's Silver Age, whose interests included mathematics and engineering, philosophy, theology and linguistics. Patriotic and religious, he laboured to serve his country, even under Communism, without, however, renouncing his priesthood. He was ultimately arrested, imprisoned and sentenced to death by firing squad."
5694,4.39,72,"Mother Maria Skobtsova (1891-1945), a Russian emigree, Orthodox nun, and martyr under the Nazis, is fast gaining recognition as one of the most fascinating religious figures of the twentieth century. In becoming an Orthodox nun in Paris she was determined to pioneer a new form of monasticism, engaged in active charity and the challenge of social justice. Her home in Paris was at once a soup kitchen for the needy, a center for the renewal of Orthodox thought, and -- during the Nazi occupation -- a haven for the rescue of Jews. For the latter cause she ended her life in a Nazi death camp. In her writings -- ere translated in English for the first time -- he roots her spiritual vision in the gospel mandate, which unites love of God and love of neighbor."
5701,4.2,5,"This is a reproduction of a book published before 1923. This book may have occasional imperfections such as missing or blurred pages, poor pictures, errant marks, etc. that were either part of the original artifact, or were introduced by the scanning process. We believe this work is culturally important, and despite the imperfections, have elected to bring it back into print as part of our continuing commitment to the preservation of printed works worldwide. We appreciate your understanding of the imperfections in the preservation process, and hope you enjoy this valuable book."
5806,3.74,31,"A New York Times BestsellerWhat if there were a fraud worse than Enron and no one did anything about it?In United States v. George W. Bush et. al., former federal prosecutor Elizabeth de la Vega brings her twenty years of experience and her passion for justice to the most important case of her career. The defendants are George W Bush, Richard Cheney, Donald Rumsfeld, Condoleezza Rice, and Colin Powell. The crime is tricking the nation into war, or, in legal terms, conspiracy to defraud the United States.Ms. de la Vega has reviewed the evidence, researched the law, drafted an indictment, and in this lively, accessible book, presented it to a grand jury. If the indictment and grand jury are both hypothetical, the facts are tragically real: Over half of all Americans believe the president misled the country into a war that has left 2,500 hundred American soldiers and countless Iraqis dead. The cost is $350 billion -- and counting.The legal question is: Did the president and his team use the same techniques as those used by Enron's Ken Lay, Jeffrey Skilling, and fraudsters everywhere -- false pretenses, half-truths, deliberate omissions -- in order to deceive Congress and the American public?Take advantage of this rare opportunity to ""sit"" with the grand jurors as de la Vega presents a case of prewar fraud that should persuade any fair-minded person who loves this country as much as she so obviously does. Faced with an ongoing crime of such magnitude, she argues, we can not simply shrug our shoulders and walk away."
5904,3.62,3967,"With Reporting and Analysis by the New York TimesWhat happened on 9/11 and how? Have we learned any lessons? Are we safer now?The questions every American wants answered.Since September 11, 2001, Americans have wondered how the tragic events of that day could have occurred. This is the complete report of the circumstances surrounding the attacts, including:*Al Qaeda and the organization of the 9/11 attack *Intelligence collection, analysis, and management *International counterterrorism policy*The inner workings of terrorist financing*The security of American borders *Law enforcement inside the U.S. *Commercial aviation and transportation safety* Personal interviews with Presidents Clinton and Bush on their rolesSupplemented with analysis and reporting by The New York Times, this edition of The 9/11 Report also makes recommendations as to how to prevent terrorist attacks in the future."
5919,0.0,0,"Timely, definitive, revealing and shocking and always contemporary. Sensual, erotic and dramatic poetry written in Poeism style covering events in the author's life including two savage murders the author solves; the haunting abuses of a child and his life in the clutches of the darkest abyss and his progression into manhood wherein the purging of adolescent fantasies results in the fruition of the deepest sexual ecstasies. Exploits into the depths of intrinsic destruction of the author's persona while delicately threading a path through the fields of trauma and terror that ultimately lead to self ruin. Written compassionately and with such power that each reader becomes an active principal within both the expressed and implied meanings of each verse. Summarily, a beautiful creation from God, a human being, and his perilous walk through life, his struggles, rejections, alcholohism and torments that eventually lead to his life scarred glories and eventual victory. Born in Atlanta, Georgia, the author's mother died shortly after his birth and his father abandoned him and his ten remaining siblings. Raised by relatives in terribly abusive conditions, Harry was on his own at twelve years of age. Spending most of his adolescence in jails throughout Georgia and South Carolina, the author was forced to join the military or be incarcerated indefinitely. The author started writing poetry when he was eight years old, not for entertainment but for expression and relief of rejections and imprisonment's. He failed the first grade for ""stupidity"" and quit high school in the tenth grade. Graham was honorably discharged from the United States Air Force having served four years and earning a number of decorations. Subsequently, Harry graduated Phi Theta Kappa from Piedmont Junior College earning an Associate of Arts degree. Later, he graduated Magna Cum Laude from the University of Louisiana earning a Bachelor of Science in Business Administration. Then, Harry earned a Master of Business Administration degree with highest honors, Summa Cum Laude, from Charleston Southern University. Searching for answers to unanswerable questions the author graduated from Liberty Baptist Theological Seminary with double master degrees in religion and theology. The author was nominated as a finalist for International Poet of the Year in 1995 and received an invitation to read selections of his poetry in the Rotunda of the nation's capital in 1994. Today, Harry Graham is Controller for one of the world's largest producers of domestic and commercial consumer products. He is studying for his Doctorate in Philosophy while continuing to write poetry and completing his first novel. Charleston, South Carolina is the author's permanent home. He currently works and resides in Lumberton, North Carolina."
5998,3.94,16,
6026,0.0,0,
6033,0.0,0,
6044,0.0,0,
6071,3.44,9635,"Auf den ersten Blick scheint dieser Roman (...) nichts mit Schwarzafrika zu tun zu haben. Es handelt sich bei diesem Buch um eine neue Paraphrase des Robinson-Mythos. Susan Barton, von meuternden Matrosen auf einer Insel irgendwo im Atlantik ausgesetzt, trifft auf Robinson und Freitag. Doch anders als in dem berühmten Roman von Defoe gibt es auf der Insel keine Abenteuer zu bestehen, gibt es keine wilden Tiere und keine Kannibalen. Robinson, bei Coetzee ein alter Mann, ist nicht sonderlich erfolgreich bei der Feldbestellung. Er konnte Freitag auch nichts beibringen, denn Freitag war stumm (Seeräuber hatten ihm die Zunge herausgeschnitten). Schließlich wird das Trio gerettet (Robinson hat gar keine Lust mehr, in die Zivilisation zurückzukehren und stirbt auf der Rückreise nach London). Susan Barton, in Begleitung von Freitag, will jetzt vom Schriftsteller Foe ihre Geschichte aufschreiben lassen, die Geschichte der »ersten englischen Schiffbrüchigen«, die Geschichte einer Mutter auf der Suche nach ihrer verschollenen Tochter. Mr. Foe, sein Name erinnert natürlich an Daniel Defoe, hat als professioneller Schreiber freilich ganz andere Vorstellungen von der Gestaltung der Geschichte als die Erzählerin der Abenteuer. Er will ausschmücken, sie einen nüchternen Bericht. Eigentliche Hauptperson ist Freitag, der wichtigste Zeuge, der steht aber nicht zur Verfügung, er kann nicht sprechen. Ihm hatte man - wie den Schwarzen in Südafrika - die Sprache gestohlen."
6084,4.27,22,"The myth of the magical world of Atlantis has fascinated people for centuries: the spiritually highly evolved inhabitants of Golden Atlantis revered and honoured every aspect of the natural world, recognizing that everyone and everything is part of Source. From this respectful position they lead lives full of grace, compassion and love for each other. Diana Cooper has magnificently captured and put to use the positive vibrations of the Atlantean time in this new card set richly illustrated by Damian Keenan. They can provide insights and inspiration for our life path, highlighting our strengths and helping us to work with our weaknesses in the best possible way."
6142,3.9,90416,"Bequeathed a rare diamond by her late uncle, heiress Rachel Verinder has no idea it was stolen from an Indian temple or that it has a cursed history. When the diamond disappears on her eighteenth birthday, multiple suspects - including Rachel’s suitor, Franklin Blake - are implicated in its theft. Determined to prove his innocence, Franklin begins his own investigation. Did one of his fellow Englishmen steal the jewel? Or was it whisked back to India? The case, which unfolds through multiple narratives, takes startling twists and turns in pursuit of the truth.Widely considered the first great detective novel written in English, The Moonstone is one of Wilkie Collins’s most famous works."
6177,4.25,904,"""One of the most important and gifted writers of our time"" —Italo CalvinoPrimo Levi was one of the most astonishing voices to emerge from the twentieth century: a man who survived one of the ugliest times in history, yet who was able to describe his own Auschwitz experience with an unaffected tenderness.Levi was a master storyteller but he did not write fairytales. These stories are an elegy to the human figures who stood out against the tragic background of Auschwitz, ""the ones in whom I had recognized the will and capacity to react, and hence a rudiment of virtue."" Each centres on an individual who—whether it be through a juggling trick, a slice of apple or a letter—discovers one of the ""bizarre, marginal moments of reprieve.""For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators."
6184,3.87,1477766,"Another cover edition for this ISBNOne of the most passionate and heartfelt novels ever written, Wuthering Heights tells of the relationship between Catherine Earnshaw and Heathcliff, the orphan boy her father adopted and brought to Wuthering Heights when they were children.While Catherine forms a deep attachment to Heathcliff, her brother Hindley despises him as a rival. Heathcliff becomes torn between love for Catherine and the rage and humiliation he suffers. Finally he can stand it no longer and, in the violence of a summer storm, leaves the Heights for three years. During his absence Catherine has married, but her tormented heart belongs eternally to Heathcliff who is now prepared to exact his tyrannical revenge.With its freedom from social convention and its unparalleled emotional intensity, Wuthering Heights is a highly original and deeply tragic work."
6213,3.0,1,"Combining postcolonial, performance, gender-based and environmental theory, this interdisciplinary study examines the ways in which Nobel Prize winning author J.M. Coetzee displaces both the narrative and authorial voice in his works of fiction. Due to its interdisciplinary and accessible range, the book has broad academic appeal in the fields of not only literary studies, but also in the realm of performance and gender studies. It also contributes towards bridging a gap created by the increased interest in Coetzee's work as a result of his Nobel Prize award and the relative dearth of single author studies on Coetzee. Concerned with the ethical responsibility of the individual to the 'other', the book situates Coetzee's writing within various and seemingly disparate contexts - particularly the environmental and performative - which other studies are less overtly concerned with. Its attention to the performative nature of his work is something unique in Coetzee studies and through the analysis of imagined and performative animal interiority, the work also bridges two distinct realms that have hitherto lacked cross disciplinary anaylsis - the postcolonial and the ecocritical."
6217,4.29,9827,"In her great historical epic Kristin Lavransdatter, set in fourteenth-century Norway, Nobel laureate Sigrid Undset tells the life story of one passionate and headstrong woman. Painting a richly detailed backdrop, Undset immerses readers in the day-to-day life, social conventions, and political and religious undercurrents of the period. Now in one volume, Tiina Nunnally's award-winning definitive translation brings this remarkable work to life with clarity and lyrical beauty.  As a young girl, Kristin is deeply devoted to her father, a kind and courageous man. But when as a student in a convent school she meets the charming and impetuous Erlend Nikulaussøn, she defies her parents in pursuit of her own desires. Her saga continues through her marriage to Erlend, their tumultuous life together raising seven sons as Erlend seeks to strengthen his political influence, and finally their estrangement as the world around them tumbles into uncertainty.  With its captivating heroine and emotional potency, Kristin Lavransdatter is the masterwork of Norway's most beloved author, one of the twentieth century's most prodigious and engaged literary minds and, in Nunnally's exquisite translation, a story that continues to enthrall."
6226,4.17,1223,"The first historical novel by the Nobel Prize-winning author of Kristin Lavransdatter A Penguin ClassicMore than a decade before writing Kristin Lavransdatter, the trilogy about fourteenth-century Norway that won her the Nobel Prize, Sigrid Undset published Gunnar's Daughter, a brief, swiftly moving tale about a more violent period of her country's history, the Saga Age. Set in Norway and Iceland at the beginning of the eleventh century, Gunnar's Daughter is the story of the beautiful, spoiled Vigdis Gunnarsdatter, who is raped by the man she had wanted to love. A woman of courage and intelligence, Vigdis is toughened by adversity. Alone she raises the child conceived in violence, repeatedly defending her autonomy in a world governed by men. Alone she rebuilds her life and restores her family's honor--until an unremitting social code propels her to take the action that again destroys her happiness.First published in 1909, Gunnar's Daughter was in part a response to the rise of nationalism and Norway's search for a national identity in its Viking past. But unlike most of the Viking-inspired art of its period,  Gunnar's Daughter is not a historical romance. It is a skillful conversation between two historical moments about questions as troublesome in Undset's own time--and in ours--as they were in the Saga Age: rape and revenge, civil and domestic violence, troubled marriages, and children made victims of their parents' problems."
6230,4.43,343,"Powerfully written and filled with magnificent vignettes of the daily life of a medieval estate, 'The Son Avenger' suggests a Greek tragedy whose vision of fate coexists with a Christian sense of suffering and forgiveness. And in the somber, twilight figure of 'Olav the Bad, ' Undset has created an antihero as moving as Oedipus or Lear."
6236,0.0,0,
6260,3.75,8,"Identify Pacific Northwest birds by song and by sight with the help of this audio CD and companion field guide. · 165 bird songs on numbered tracks listed on the CD front · CD tracks correspond to numbered species descriptions in the guidebook · Field guide provides color illustrations of each bird species · Hard case package with removable softbound guidebook and CD (CD secured in resealable plastic pouch) What�s that cooing sound coming from deep in the woods? What distinguishes the song of the western bluebird from that of a mountain bluebird? Was that a spotted sandpiper that just ran by you on the beach�and what would it sound like if it spoke to you? You�ll quickly become an expert in identifying birds with the help of Birdsongs of the Pacific Northwest. The audio compact disc presents high-quality field recordings of the songs and calls of each bird, track-coded for easy access. It covers hawks, owls, woodpeckers, waterfowl, hummingbirds, swallows, wrens, thrushes, wood warblers, finches, sparrows, and more. The companion field guide groups birds by family; each species description includes a common name and scientific name, description of important features, habitat, and geographic range."
6295,4.12,100007,
6309,3.57,92962,"Sie waren Jugendfreunde, ehe sie sich aus den Augen verloren. Elf Jahre später treffen sie sich in Madrid bei einem Vortrag wieder: sie, eine angehende Richterin, die das Leben gelehrt hat, stark und vernünftig zu sein und sich nicht von Gefühlen mitreißen zu lassen; er, Weltenbummler und sehr undogmatischer Seminarist, der vor seiner Ordination Pilar noch einmal wiedersehen will. Beide verbindet ihr Drang, aus ihrem sicheren Leben auszubrechen und ihre Träume zu wagen. Der Weg dahin ist lang, voller Durststrecken und kostet Überwindung: Überwindung der Angst, sich hinzugeben, der Schuldgefühle, der Vorurteile. In einem kleinen Dorf in den Pyrenäen offenbart sich ihnen eine Wahrheit, die ihre Sehnsucht und Leidenschaft übersteigt."
6319,4.2,418595,"Captured by a giant! The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, the Fleshlumpeater, the Bonecruncher, or any of the other giants-rather than the BFG-she would have soon become breakfast. When Sophie hears that they are flush-bunking off in England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!"
6341,4.28,32,
6348,4.0,1,"This book is a pioneering study of the often forgotten Sephardi voices of the Holocaust. It is an account of the Sephardi Jewish community of the Greek city of Salonika, which at one point numbered 80,000 members, but which was almost completely annihilated during the German occupation of Greece in the Second World War. Through her systematic series of interviews with the remnants of this once-flourishing community, the author reawakens the communal memory and is able to show how individual identities and memories can be seen to have been shaped by historical experience. She traces the radical demographic and political changes Salonika itself has undergone, in particular the ethnic and religious composition of the city's population, and she interprets the narratives of the Salonikan Jewish survivors in the context of this changing landscape of memory and as part of contemporary Greece. With the vivid power of oral history and ethnography, this book highlights a significant aspect of the Jewish experience."
6375,0.0,0,
6376,4.32,446,"To conspiracy theorists, Opus Dei is a highly secretive and powerful international organization. To its members, however, Opus Dei is a spiritual path, a way of incorporating the teachings of Jesus into everyday life. In Ordinary Work, Extraordinary Grace, Scott Hahn, a member of Opus Dei, describes the organization's founding, its mission, and its profound influence on his life.Hahn recounts the invaluable part Opus Dei played in his conversion from Evangelical Christianity to Catholicism and explains why its teachings remain at the center of his life. Through stories about his job, his marriage, his role as a parent, and his community activities, Hahn shows how Opus Dei's spirituality enriches the meaning of daily tasks and transforms ordinary relationships. He offers inspiring insights for reconciling spiritual and material goals, discussing topics ranging from ambition, workaholism, friendship, and sex, to the place of prayer and sacrifice in Christianity today.Engaging and enlightening, Ordinary Work, Extraordinary Grace is at once a moving personal story and an inspiring work of contemporary spirituality."
6386,0.0,0,
6435,3.56,27,
6436,3.83,29,"Sophie's Last Stand by Nancy Bartholomew released on May 10, 2005 is available now for purchase."
6448,4.22,285,"A continuation of Letters of a Woman Homesteader, Letters on an Elk Hunt is set in the same corner of southwestern Wyoming, the time is the fall of 1914, and (despite the title) Mrs. Stewart is far less concerned with elk hunting than with people—old friends and new acquaintances—and with the land in which she found so much beauty. Her letters, as Jessamyn West said of the earlier volume, ""are, in fact (though not that alone), a collection of short stories."" She added that ""what makes these letters so good are not these stories, but the character of the storyteller, of Elinore Stewart herself. Her letters endure and give pleasure because she does what the great letter-writers do: she reveals herself. . . . It is the woman in this vanished landscape, the homesteader with her enormous vitality, humor, and tenderness who holds our attention."" Jessamyn West's wish to know more about the author herself is fulfilled in the foreword to Letters on an Elk Hunt—an appreciative biographical sketch, incorporating material from some of Mrs. Stewart's unpublished letters as well as the reminiscences of her children.Elizabeth Fuller Ferris, of the Wilderness Women Project, Missoula, Montana, is the writer and producer of Burntfork, a film for public television funded by the National Endowment for the Humanities based upon the life of Elinore Pruitt Stewart."
6485,3.46,35,This volume is produced from digital images created through the University of Michigan University Library's preservation reformatting program.
6511,4.04,272,"The film version of the national bestseller by Susanna Kaysen, which The New York Times Book Review called a ""compelling and heartbreaking story, "" Girl, Interrupted was written and directed by James Marigold and stars Winona Ryder as a teenager sent against her will to a psychiatric hospital for two years, only to find a deeply troubled community of souls who somehow manage to help one another heal. Marigold provides an Introduction in which he reflects on his graduation from low-budget independent cinema to a big-budget studio picture, while nevertheless continuing to explore unsettling, often unglamorous human stories with his particular blend of human empathy and an unblinking eye for the details of existence."
6517,4.02,672966,"A vulnerable young girl wins a dream assignment on a big-time New York fashion magazine and finds herself plunged into a nightmare. An autobiographical account of Sylvia Plath's own mental breakdown and suicide attempt, The Bell Jar is more than a confessional novel, it is a comic, but painful, statement of what happens to a woman's aspirations in a society that refuses to take them seriously... a society that expects electroshock to cure the despair of a sensitive, questioning young artist whose search for identity becomes a terrifying descent toward madness."
6519,3.64,36,"This groundbreaking work is a unique collaboration between an Oxford psychologist and two literary critics. It was first published in 1990 and reprinted by Malor Books in 1998. The book explores the lives and works of ten authors, among them Virginia Woolf and Sylvia Plath, who embody both serious mental illness and great originality of thought. The book draws upon personal diaries, historical archives, clinical records and literary productions, and examines modes of thinking such as divergent thought, over-inclusiveness, and autism, which psychosis and creativity might have in common.Using genetics, experimental abnormal and clinical psychology, personality research, descriptive psychiatry and literary analysis, the authors Gordon Claridge, Ruth Pryor and Gwen Watkins present the revolutionary idea that normality and psychosis are continuous with each other. Healthy varieties and styles of thought and perception substantially overlap with the inclination to psychotic breakdown and indeed might at times be identical.It's not simple: neither a strict social interpretation nor a biological view of psychosis as a neurological disease can entirely explain the psychotic experience. As the authors eloquently put this, ""The conjunction of the excellent and the awful is never found inany genuine neurological disease."" Psychologists, psychiatrists, counselors, therapists and general readers will gain a deeper understanding of the relationship between madness and creativity from this book. By offering exceptionally rich discussion, the authors leave room for readers to view their own divergent thinking not as ""crazy,"" but as potentially useful and creative."
6522,4.0,5,"In the old days, Joe Zanca fought inside the ropes of the boxing ring, rolling over opponents as ""Zank the Tank."" Now he's just plain old Zank, San Fransico p.i. And when his back is up against the wall, he pulls no punches.Someone is trying to frame Zank's old buddy in the SFPD, Lt. Leslie Donaldson, for the murder of a crooked cop whose partners in crime still have shiny badges and dirty fingers. With ""Operation Dreamland,"" these bent cops are bending over backward to corner the market on Sentenyl--a phony heroin far deadlier than the real thing. Now they want Donaldson out of their way, so they're setting him up for an extended visit to the slammer. Zank teams up with Donaldson's blond, brainy and slightly bizarre daughter, Samantha, to clear his name. But they're leaving themselves wide open for a vicious knockout blow."
6525,3.65,239792,"Un buen día James se despierta en un avión. Y no sabe cómo ha llegado ahí. Se trata de otro eslabón de la cadena de descontrol que se convirtió su vida. Esta situación, ya de por sí poco tranquilizadora, empeora cuando se descubre que faltan algunos dientes, la nariz está rota y que tampoco recuerda las dos últimas semanas. En esto se ha convertido su vida después de diez años de adicción al alcohol y tres al crack.Con veintitrés años, James Frey ingresó en un centro de desintoxicación. Destruido física y mentalmente de forma casi irremediable, debía enfrentarse a una difícil decisión: aceptar que no llegaría a cumplir los veinticuatro, o cambiar drásticamente el curso de su vida. Rodeado de pacientes en la misma situación –entre los que había un juez, un pandillero, un boxeador que había sido campeón mundial y una frágil ex prostituta–, Frey luchó contra el dogma de «Cómo recuperarse» para conseguir encontrar su propio camino, y decidir qué futuro, si le esperaba alguno, era el que quería alcanzar. Aclamado por la crítica como todo un fenómeno literario y best seller desde los primeros días de su publicación, En mil pedazos es el testimonio inusualmente sincero de un hombre cuyo furioso impulso de autodestrucción sólo es comparable a su inagotable deseo de sobrevivir."
6534,4.01,226494,"Four women with nothing in common, united only in death. Four brutalized victims of a brilliant monster - a ""Mr. Nobody"", moving undetected through a paralyzed city, leaving behind a gruesome trail of carnage . . . but few clues. With skilled hands, an unerring eye, and the latest advances in forensic research, an unrelenting female medical examiner - Kay Scarpetta - is determined to unmask a maniac. But someone is trying to sabotage Kay's investigation from the inside. And worse yet, someone wants her dead . . ."
6552,3.76,3198,"The sudden, tragic death of her husband leaves Caroline Evans alone in New York City to raise her children with little money and even less hope. When she meets and marries handsome, successful Anthony Fleming, the charismatic man of her dreams, she believes her life is destined for happiness. She and her children move into her new husband’s spacious apartment in the legendary Rockwell on Central Park West. Despite her son’s instinctive misgivings about the building and its residents, Caroline dismisses the odd behavior of her neighbors as pleasant eccentricities. But after her daughter begins to experience horrifying nightmares and a startling secret emerges, Caroline realizes that the magnificence of her new home masks a secret of unimaginable horror. . . ."
6577,3.16,55,
6588,4.0,53079,"Alex Cross battles the most ruthless and powerful killer he has ever encountered - a predator known only as ""the Wolf. ""Alex Cross's first case since joining the FBI has his new colleagues stymied. Across the country, men and women are being kidnapped in broad daylight and then disappearing completely. These people are not being taken for ransom, Alex realizes. They are being bought and sold. And it looks as if a shadowy figure called the Wolf - a master criminal who has brought a new reign of terror to organize crime - is behind this business in which ordinary men and women are sold as slaves. Even as he admires the FBI's vast resources, Alex grows impatient with the Bureau's clumsiness and caution when it is time to move. A lone wolf himself, he has to go out on his own in order to track the Wolf and try to rescue some of the victims while they are still alive. As the case boils over, Alex is in hot water at home too. His ex-fiancee, Christine Johnson, comes back into his life - and not for the reasons Alex might have hoped."
6593,3.82,146,"Whenever there’s trouble on Detective Doggedly’s beat, that low-down, no-good, chicken-chasing, pig-poaching Big Bad Wolf is always the prime suspect. But when the three little pigs’ house is huffed and puffed into a pile of straw and only a sheep named Esmeralda is found at the scene of the crime, Doggedly has a new mystery to solve: Where’s the Big Bad Wolf? With the help of some wise elderly cows who live in a home across the road, Doggedly sniffs out the clues. But can he catch the culprit before the three little pigs get gobbled up? Here’s a new wrinkle on the classic tale, enlivened by Eileen Christelow’s fast-paced narrative style and her drolly comic illustrations."
6614,3.42,40413,"In a way, Candace Bushnell's Lipstick Jungle picks up where her career-defining book Sex and the City left off, in the money-soaked, power-hungry, beauty-obsessed jungle that is New York City. This time around, the ladies are a bit older, a lot richer, but not particularly wiser nor more endearing than Bushnell's earlier heroines.  Lipstick Jungle weaves the stories of Nico O'Neilly, Wendy Healy, and Victory Ford, numbers 8, 12, and 17 on The New York Post's list of ""New York's 50 Most Powerful Women."" But this is 21st Century New York, and to get ahead and stay ahead, these women will do anything, including jeopardizing their personal and professional relationships. Take for example Nico, editor-in-chief of Bonfire magazine, who betrays her boss to rise to the top of the entire magazine division at media mega-giant Splatch-Verner. As president of Paradour Pictures, Wendy may be poised to win an Oscar for her 10-year labor-of-love, Ragged Pilgrims, but her marriage is in shambles and her children care more about a $50,000 pony than their mother. And for single, 43-year-old fashion designer Victory, pleasing tough critics may be more important than ever finding the real relationship she's convinced herself she doesn't need. This racy tale of women behaving badly manages to shrewdly flip the tables to show us how gender roles are essentially interchangeable, given the right circumstances. Whether that was Bushnell's intent when crafting this wicked tale is another story. --Gisele Toueg   Q: Were Victory, Wendy, and Nico inspired by any real-life women? A: The characters and situations in Lipstick Jungle were inspired by the real-life women I know and admire in New York City. As with Sex and the City, I spent a lot of time thinking about where women were today, and what I noticed was that there was a fascinating group of women in their forties who were leading non-traditional lives. They were highly successful and motivated, they often had children, and usually were the providers for their families, and yet, they didn't fit the old stereotype of the witchy businesswoman. Indeed, so many of these women were the girls next door, the girls who reminded me of my best friends when I was a kid and we used to fantasize about the great things we were going to do in life. Like the women in Sex and the City, the Lipstick Jungle women are charting new lives for themselves, redefining what it means to be a woman when you really are as powerful, or more powerful, than a man. Of course, you probably want specifics, so I will say that there was a moment when it all clicked. Tina Brown used to write a terrific column in the Washington Post, and one of the things she was always mentioning was how there was a group of powerful women who were meeting and lunching at Michael's restaurant. They'd been working for over twenty years, their children were now in their early teens and didn't need them every minute, and now, in their forties or early fifties, they had time to strive for new career goals and to spend more time with their girlfriends. I thought, ""Aha--that's the Lipstick Jungle.""  Q: What kind of research did you do to cover fashion, film, and publishing in one book? A: To research fashion, film and publishing, I did what I always do--I talked to my girlfriends! Of course, it helps that I've worked in magazine publishing and have had my share of experience with Hollywood. I'm also lucky enough to have a couple of girlfriends who are top designers, who offered to help me out with the specific details. I still remember the afternoon when one of my girlfriends and I sat down to talk--she was over eight months pregnant, and I was worried that we were going to have to run to the hospital!"
6665,4.54,37,"Avatar Adi Da's paramount ""Source-Text,"" this Great Divine Testament is unparalleled in its magnitude and depth. It represents the fruit of Avatar Adi Da's Immense Work of Teaching and Revelation over more than three decades. An extraordinary Scripture, containing Avatar Adi Da's detailed Revelation of every aspect of the process culminating in Divine Enlightenment. Includes: *Avatar Adi Da's Divine Self-Confession *The nature of His Life and Work *His fundamental Teaching-Arguments *The True Nature of God *The characteristic philosophical faults of East and West *The three basic human personality types *How sexuality relates to Spiritual practice *What actually happens in the process of death and reincarnation *The nature of the ego and how it is utterly transcended *Detailed descriptions of all the practices Avatar Adi Da Gives to His devotees *What Divine Enlightenment really is, and how It is Realized"
6674,4.83,127,
6676,4.54,37,"Adi Da Samraj's paramount ""Source-Text"", this great Divine testament is unparalleled in its magnitude and depth. It represents the fruit of Adi Da Samraj's immense work of teaching and revelation over more than three decades. An extraordinary Scripture, containing Adi Da's detailed revelation of every aspect of the process culminating in Divine Enlightenment. This book is the ultimate and complete summary of Adi Da’s Divine revelation and offering to humankind. Includes: *	Adi Da Samraj's Divine confession  *	The nature of his life and work  *	His fundamental teaching-arguments *	The true nature of God *	The characteristic philosophical faults of East and West *	The three basic human personality types *	How sexuality relates to spiritual practice *	What actually happens in the process of death and reincarnation *	The nature of the ego and how it is utterly transcended *	Detailed descriptions of all the practices Adi Da Samraj gives to his devotees *	What Divine Enlightenment really is, and how it is realized"
6694,3.81,26369,
6730,4.33,3,"She's been hailed as the authority on love and romance. All over the world, men and women have learned her secrets of amour with fantastic results. Now, Marie Papillon, the ""Butterfly of Love"", reveals her strategies for finding and keeping the love of one's life."
6845,0.0,0,"50 Fun & Easy Reproducible Activities That Help Kids Master the Top 100 High-Frequency WordsPut young learners on the path to reading with engaging, reproducible activities that teach the top 100 sight words! Skill-building activities help children learn sight words, strengthen reading fluency, and expand vocabulary. This teacher-written resource is packed with Fabulous Fill-ins, Word-Search Puzzles, Make & Share Mini-Books, and more! Perfect for nuturing Spanish language literacy!"
6857,4.32,4537,
6869,3.58,12218,"Stephen Lewis, a successful writer of children's books, is confronted with the unthinkable: his only child, three-year-old Kate, is snatched from him in a supermarket. In one horrifying moment that replays itself over the years that follow, Stephen realizes his daughter is gone. With extraordinary tenderness and insight, Booker Prize–winning author Ian McEwan takes us into the dark territory of a marriage devastated by the loss of a child. Kate's absence sets Stephen and his wife, Julie, on diverging paths as they each struggle with a grief that only seems to intensify with the passage of time. Eloquent and passionate, the novel concludes in a triumphant scene of love and hope that gives full rein to the author's remarkable gifts. The winner of the Whitbread Prize, The Child in Time is an astonishing novel by one of the finest writers of his generation."
6874,4.0,5,
6876,3.38,8,
